id,input,regex_jp,regex_zh,regex_en,output_ja,output_zh,output_en,alt,regex_id,pattern,order,response_type,action_id,condition,SpeechControl,emotion_change_type,emotion_change_value,WaitTime,HideUI,Animation,Priority,call_only,choice_yes_pattern,choice_no_pattern,EntryID,SeriesGroupID,TeachingCategory,DisplayName
00060,ウンピョウ,(うんぴょう),,,牙が長くて、小さなサーベルタイガーとも呼ばれるんだ。サーベルタイガーって？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00060,ウンピョウ,(うんぴょう),,,昔いた、牙がもっと長くて大きいネコの仲間なんだ。その子の子孫かは分からないけど、牙はちょっと引き継いでいるんだね。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00070,スンダウンピョウ,(すんだうんぴょう),,,スンダウンピョウってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00070,スンダウンピョウ,(すんだうんぴょう),,,ボルネオ島とスマトラ島にいるウンピョウが、スンダウンピョウなんだ。ウンピョウと何が違うの？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00070,スンダウンピョウ,(すんだうんぴょう),,,毛の模様が違うのと、牙がスンダウンピョウの方がちょっと長い？どうして住む場所が違うだけでそういう変化が出るんだろうね？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00080,ボルネオヤマネコ,(ぼるねおやまねこ|べいきゃっと),,,ボルネオヤマネコってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00080,ボルネオヤマネコ,(ぼるねおやまねこ|べいきゃっと),,,ボルネオ島で暮らすネコの仲間で、ベイキャットとも呼ばれるんだ。,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00080,ボルネオヤマネコ,(ぼるねおやまねこ|べいきゃっと),,,尻尾の下側だけ真っ白になってるの？そうなんだ！,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00080,ボルネオヤマネコ,(ぼるねおやまねこ|べいきゃっと),,,えっと……{{CAT_PRONOUN}}の尻尾の色ってどうなってたっけ？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00090,アジアゴールデンキャット,(あじあごーるでんきゃっと),,,アジアゴールデンキャットってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00090,アジアゴールデンキャット,(あじあごーるでんきゃっと),,,顔に、ハッキリとした模様のついた猫の仲間で、一部では「炎のトラ」って呼ばれてるんだ！,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00090,アジアゴールデンキャット,(あじあごーるでんきゃっと),,,テミンクさんが見つけたから、テミンクネコとも呼ばれるの？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00090,アジアゴールデンキャット,(あじあごーるでんきゃっと),,,{{CAT_PRONOUN}}を拾ったのは{{PLAYER_CALLING}}だから、{{CAT_PRONOUN}}の名前は{{PLAYER_NAME}} ネコ……みたいな感じ？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00100,マーブルキャット,(まーぶる(ど)?きゃっと),,,マーブルキャットってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00100,マーブルキャット,(まーぶる(ど)?きゃっと),,,とっても長い尻尾が特徴なネコの仲間なんだ。身体と比べるなら、ネコ科で一番長いんだ！,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00100,マーブルキャット,(まーぶる(ど)?きゃっと),,,それに木登りも得意で、頭が下向きで木から降りられる……え？どうやって？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00110,カラカル,(からかる),,,カラカルってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00110,カラカル,(からかる),,,ジャンプが得意なネコの仲間なんだ！耳の先端に房毛があるのが特徴？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00110,カラカル,(からかる),,,耳が大きくて細かく動かせて、しかも名前の由来も「黒い耳」から？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00110,カラカル,(からかる),,,カラカルは、耳以外も見て欲しい！って思ってるかな？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00120,アフリカゴールデンキャット,(あふりかごーるでんきゃっと),,,アフリカゴールデンキャットってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00120,アフリカゴールデンキャット,(あふりかごーるでんきゃっと),,,アフリカの方で暮らすネコの仲間なんだ！そこの国の呼び方が……「エンバカ」？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00120,アフリカゴールデンキャット,(あふりかごーるでんきゃっと),,,あー、うん、いい名前だとは思うけど、{{CAT_PRONOUN}}はアフリカゴールデンキャットって呼ぼうかな。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00130,サーバル,(さーばる),,,サーバルキャットってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00130,サーバル,(さーばる),,,大きな耳、長い手足、小さい顔、身体もスリム、短くて太い尻尾を持つ、ジャンプが得意なネコの仲間……。,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00130,サーバル,(さーばる),,,その身体の特徴、人間から見ると魅力的なの？{{CAT_PRONOUN}}の特徴からどんどん離れていくというか…….,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00130,サーバル,(さーばる),,,……{{CAT_PRONOUN}}のもちもちした身体も好き？そうだよ！その調子で{{PLAYER_CALLING}}は{{CAT_PRONOUN}}のこと見ててよね！,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00140,ジョフロイネコ,(じ(ょ|ぇ)ふろいねこ),,,ジョフロイネコってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00140,ジョフロイネコ,(じょふろ(わ|い)ねこ),,,南アフリカの方に暮らすネコの仲間なんだ！どんな特徴があるの？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00140,ジョフロイネコ,(じょふろ(わ|い)ねこ),,,木の上でうんちする生態……？それは放っておいてあげてよ！,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00140,ジョフロイネコ,(じょふろ(わ|い)ねこ),,,……でも、ネコの仲間の中で唯一の行動なの？うーん、何でだろう？砂かけなくても気にならないのかな？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00150,コドコド,(こどこど|ぐ(ぅ)?(い|ぃ)ーにゃ),,,コドコドってどんな動物？,,,,,1,0,normal,,,Random,,0,0,false,,10,false,,,,,,
00150,コドコド,(こどこど|ぐ(ぅ)?(い|ぃ)ーにゃ),,,ちょっと体の小さい、南米で暮らすネコの仲間なんだ！なんか可愛らしい名前だね？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00150,コドコド,(こどこど|ぐ(ぅ)?(い|ぃ)ーにゃ),,,え？近くの地域にコロコロもいるの？紛らわしい！,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
