id,input,regex_jp,regex_zh,regex_en,output_ja,output_zh,output_en,alt,regex_id,pattern,order,response_type,action_id,condition,SpeechControl,emotion_change_type,emotion_change_value,WaitTime,HideUI,Animation,Priority,call_only,choice_yes_pattern,choice_no_pattern,EntryID,SeriesGroupID,TeachingCategory,DisplayName
00210,コラット,(こらっと),,,コラットってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00210,コラット,(こらっと),,,タイのコラット地方の猫なんだ。「幸運の猫」とも呼ばれているんだね。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00210,コラット,(こらっと),,,性格は、飼い主を束縛しがち？ふーん。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00210,コラット,(こらっと),,,{{CAT_PRONOUN}}は全然束縛してないよ！この家の中なら自由に散歩してくれていいし！,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00220,ラパーマ,(らぱーま),,,ラパーマってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00220,ラパーマ,(らぱーま),,,体中の毛がカールしてる猫で、好奇心が旺盛な子が多いんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00220,ラパーマ,(らぱーま),,,たまに、毛がまっすぐな子もいるの？普通の猫とは逆で、まっすぐの方が珍しいんだね。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00230,ライコイ,(らいこい),,,ライコイってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00230,ライコイ,(らいこい),,,アメリカで、わりと最近見つかった猫なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00230,ライコイ,(らいこい),,,「オオカミ猫」とか「ウェアウルフキャット」って呼ばれてて、オオカミみたいな見た目をしているとっても希少な猫……。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00230,ライコイ,(らいこい),,,そんな猫が突然見つかるなんてことがあるんだ。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00240,メインクーン,(めいんくーん),,,メインクーンってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00240,メインクーン,(めいんくーん),,,すごく大きな賢い猫で、「穏やかな巨人」とも呼ばれているんだね。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00240,メインクーン,(めいんくーん),,,アメリカのメイン州の、ラクーンみたいだからメインクーン？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00240,メインクーン,(めいんくーん),,,名前はちょっと独特かも。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00250,マンクス,(まんくす),,,マンクスってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00250,マンクス,(まんくす),,,イギリスのマン島の猫なんだね。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00250,マンクス,(まんくす),,,尻尾がないかすごく短くて、「ラビットキャット」とも呼ばれている……。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00250,マンクス,(まんくす),,,どうして尻尾がないの？,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00250,マンクス,(まんくす),,,え、ノアの箱舟に最後に乗ろうとしたら、尻尾を挟んじゃったの？すごく痛そう！,,,,,1,5,normal,,,Random,,0,0,false,,10,false,,,,,,
00260,オシキャット,(おしきゃっと),,,オシキャットってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00260,オシキャット,(おしきゃっと),,,野生猫みたいな見た目の、甘えん坊な猫なんだ。とても社交的で、「犬の魂が猫に入ってる」って言われるぐらい？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00260,オシキャット,(おしきゃっと),,,そんなに猫っぽくない猫もいるんだ。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00270,オリエンタル,(おりえんたる),,,オリエンタルってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00270,オリエンタル,(おりえんたる),,,シャムをもとにした猫で、とっても人懐っこいんだね。頭が逆三角形で、耳が大きい……。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00270,オリエンタル,(おりえんたる),,,ところで、オリエンタルってどういう意味？東洋風？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00270,オリエンタル,(おりえんたる),,,確か日本も東洋だよね？この子も東洋なの？,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00280,ペルシャ猫,(ぺるしゃ),,,ペルシャ猫ってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00280,ペルシャ猫,(ぺるしゃ),,,イランの猫で、とにかく豪華な長毛が特徴なんだ。どのくらい長いの？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00280,ペルシャ猫,(ぺるしゃ),,,自分で毛づくろいしきれないぐらい！？それは大変だ！,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00280,ペルシャ猫,(ぺるしゃ),,,手伝ってもらわないと終わらないなんて……{{CAT_PRONOUN}}は短毛でよかったよ。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00290,ラガマフィン,(らがまふぃん),,,ラガマフィンってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00290,ラガマフィン,(らがまふぃん),,,ラグドールとペルシャ猫をもとにした猫なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00290,ラガマフィン,(らがまふぃん),,,「猫のテディベア」って言われるぐらい、甘えん坊で、抱っこ好きで、穏やか……。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00290,ラガマフィン,(らがまふぃん),,,えっと、クマって凶暴じゃなかったっけ？,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00300,ラグドール,(らぐどーる),,,ラグドールってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00300,ラグドール,(らぐどーる),,,アメリカ生まれの、とっても柔らかくて優しい猫なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00300,ラグドール,(らぐどーる),,,抱っこが大好きで、「ぬいぐるみ人形」っていう意味のラグドールって名前なんだ。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00300,ラグドール,(らぐどーる),,,{{CAT_PRONOUN}}も抱っこ好きだよ？今の{{PLAYER_CALLING}}にはちょっと無理だけど……。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00310,セルカークレックス,(せるかーくれっくす),,,セルカークレックスってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00310,セルカークレックス,(せるかーくれっくす),,,アメリカで発見された猫なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00310,セルカークレックス,(せるかーくれっくす),,,羊みたいな巻き毛が特徴で、名前はセルカーク山脈が由来なんだ。レックスはなに？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00310,セルカークレックス,(せるかーくれっくす),,,巻き毛になった動物につく名前なんだ！,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00320,シャム猫,(しゃむ),,,シャム猫ってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00320,シャム猫,(しゃむ),,,タイ生まれの、お上品な猫たちなんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00320,シャム猫,(しゃむ),,,おしゃべりが大好きで、飼い主に依存しがち……。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00320,シャム猫,(しゃむ),,,うん、すごく気持ちが分かるな。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00330,サイベリアン,(さいべりあん),,,サイベリアンってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00330,サイベリアン,(さいべりあん),,,ロシアの森の猫なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00330,サイベリアン,(さいべりあん),,,寒くないように、毛が三重に生えてて、首回りもふわふわしてるの？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00330,サイベリアン,(さいべりあん),,,すごい……。{{CAT_PRONOUN}}は、エアコンの下で快適に暮らしますね。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00340,シンガプーラ,(しんがぷーら),,,シンガプーラってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00340,シンガプーラ,(しんがぷーら),,,シンガポールの猫で、「小さな妖精」とか「小さなライオン」って呼ばれるくらい、ちっちゃい猫なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00340,シンガプーラ,(しんがぷーら),,,あまり大きくならないから「永遠の子猫」とも呼ばれる？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00340,シンガプーラ,(しんがぷーら),,,そんなに言われるなんて、ちっちゃすぎない？,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00350,ソマリ,(そまり),,,ソマリってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00350,ソマリ,(そまり),,,アビシニアンの長毛版なんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00350,ソマリ,(そまり),,,別名があって、「フォックスキャット」「キツネネコ」「キツネのような猫」……。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00350,ソマリ,(そまり),,,そこまで言われるなら、それはもうキツネなんじゃない？,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00360,トンキニーズ,(とんきにーず),,,トンキニーズってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00360,トンキニーズ,(とんきにーず),,,シャムとバーミーズのいいとこ取りをしてる猫？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00360,トンキニーズ,(とんきにーず),,,いいとこ取りって、どうやってやってるの？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00360,トンキニーズ,(とんきにーず),,,交配……遺伝……顕性と潜性……。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00360,トンキニーズ,(とんきにーず),,,あー、ちょっと難しすぎるかも！,,,,,1,5,normal,,,Random,,0,0,false,,10,false,,,,,,
00370,トイボブ,(といぼぶ),,,トイボブってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00370,トイボブ,(といぼぶ),,,ロシアの猫で、あまり大きくならない小さな猫だから、「永遠の子猫」って言われてるんだ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00370,トイボブ,(といぼぶ),,,どうやったらずっと子猫みたいに小さいままでいられるんだろう？ご飯を少しだけにするとか？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00380,ターキッシュアンゴラ,(たーきっしゅあんごら),,,ターキッシュアンゴラってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00380,ターキッシュアンゴラ,(たーきっしゅあんごら),,,「トルコの宝石」「白い貴婦人」と呼ばれている、昔からいる長毛の猫なんだ。貴婦人ってなに？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00380,ターキッシュアンゴラ,(たーきっしゅあんごら),,,身分の高い、上流階級の女性のこと？昔からいる猫なら、身分も高いってことなのかな。,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00390,マンチカン,(まんち(き|か)ん),,,マンチカンってどんな猫？,,,,,1,1,Normal,,,Random,,0,0,false,,10,false,,,,,,
00390,マンチカン,(まんち(き|か)ん),,,足が短くて可愛い猫なんだ！足が短いと、人間にとって可愛く見えるの？なんでだろう？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00390,マンチカン,(まんち(き|か)ん),,,二足で立ち上がる？歩き方が可愛い？短い足を使って、二足で立てること？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00390,マンチカン,(まんち(き|か)ん),,,うーん、足の短さは真似しようがないなぁ……。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00400,ロシアンブルー,(ろしあんぶるー),,,ロシアンブルーってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00400,ロシアンブルー,(ろしあんぶるー),,,ロシアの方の猫で、ブルーグレーの毛色が特徴なんだ！,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00400,ロシアンブルー,(ろしあんぶるー),,,え、長い毛皮も短い毛皮も生えてるんだ！暑くないのかな？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00410,ターキッシュバン,(たーきっしゅばん),,,ターキッシュバンってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00410,ターキッシュバン,(たーきっしゅばん),,,水が得意な子が多いんだ！{{CAT_PRONOUN}}も水は平気だけど、好きってほどではないなあ。,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00420,ジャパニーズボブテイル,(じゃぱにーずぼぶている),,,ジャパニーズボブテイルってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00420,ジャパニーズボブテイル,(じゃぱにーずぼぶている),,,日本由来の、尻尾の短い猫たちなんだ！なんで尻尾が短いの？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00420,ジャパニーズボブテイル,(じゃぱにーずぼぶている),,,え、猫又を恐れたから……？{{CAT_PRONOUN}}たちって怖いの？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00430,スフィンクス,(すふぃんくす),,,スフィンクスってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00430,スフィンクス,(すふぃんくす),,,毛が無いの！？本当に？！,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00430,スフィンクス,(すふぃんくす),,,じゃあ、{{PLAYER_CALLING}}の肌みたいにつるぷになの？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00430,スフィンクス,(すふぃんくす),,,いいなー！あ、でも、自分で自分は撫でられないか。,,,,,1,4,normal,,,Random,,0,0,false,,10,false,,,,,,
00440,アメリカンショートヘア,(あめりかんしょーとへあ),,,アメリカンショートヘアってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00440,アメリカンショートヘア,(あめりかんしょーとへあ),,,へぇ、好奇心旺盛で元気いっぱいな子が多いんだ！,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
00440,アメリカンショートヘア,(あめりかんしょーとへあ),,,大きくなっても、子猫みたいに元気ってこと？,,,,,1,3,normal,,,Random,,0,0,false,,10,false,,,,,,
00450,ノルウェージャンフォレストキャット,(のるうぇーじゃんふぉれすときゃっと),,,ノルウェージャンフォレストキャットってどんな猫？,,,,,1,1,normal,,,Random,,0,0,false,,10,false,,,,,,
00450,ノルウェージャンフォレストキャット,(のるうぇーじゃんふぉれすときゃっと),,,へぇ、すごく大きな猫なんだね！どのくらい大きいの？ライオンとどっちが大きい？,,,,,1,2,normal,,,Random,,0,0,false,,10,false,,,,,,
