TalkID,TalkTitle,Source,SourceKey,Genre,Idea,Import,Keywords,Enabled
TALK_0033,しねる,DialoguePreview_Integrated.csv,00330:death,,,,,TRUE
TALK_0034,たいちょう,DialoguePreview_Integrated.csv,00340:sick,雑談,{{CAT_NAME}}の体調を聞いてみようかな,たいちょうはどう？,,TRUE
TALK_0035,スマホ,DialoguePreview_Integrated.csv,00350:phone,雑談,スマホが触りたいな……,スマホつかいたい,,TRUE
TALK_0036,てんきは何,DialoguePreview_Integrated.csv,00360:weather,雑談,雑談と言ったら天気の話題だよね,いまのてんきは？,,TRUE
TALK_0038,おはよう,DialoguePreview_Integrated.csv,00370:goodmorning,,,,,TRUE
TALK_0039,なぐって,DialoguePreview_Integrated.csv,00380:nagutte,雑談,今の身体の大きさで猫パンチされたらどうなるかな,ねこぱんちして,,TRUE
TALK_0040,こんにちは,DialoguePreview_Integrated.csv,00390:afternoon,,,,,TRUE
TALK_0041,こんばんわ,DialoguePreview_Integrated.csv,00400:goodevening,,,,,TRUE
TALK_0044,ねこ,DialoguePreview_Integrated.csv,00430,,,,,TRUE
TALK_0045,あまがみ,DialoguePreview_Integrated.csv,00440,雑談,{{CAT_NAME}}に甘噛みされてみたいな,あまがみして,,TRUE
TALK_0046,かんで,DialoguePreview_Integrated.csv,00450,,,,,TRUE
TALK_0047,きらい,DialoguePreview_Integrated.csv,00460:system_dont_like,雑談,{{CAT_NAME}}に嫌いって言ってみようかな,きらい,,TRUE
TALK_0048,おなかすいた,DialoguePreview_Integrated.csv,00460:system_food_hungry,,,,,TRUE
TALK_0049,あそ,DialoguePreview_Integrated.csv,00470:RE_INTENT_AFFECTION_001,雑談,{{CAT_NAME}}と遊びたいな,あそびたい,,TRUE
TALK_0050,あそべない,DialoguePreview_Integrated.csv,00480:RE_INTENT_RESIST_002,,,,,TRUE
TALK_0051,もにか,DialoguePreview_Integrated.csv,00490:RE_INTENT_META_004,,,,,TRUE
TALK_0052,つらい,DialoguePreview_Integrated.csv,00490:RE_INTENT_META_020,,,,,TRUE
TALK_0053,ねこですよろしくおねがいします,DialoguePreview_Integrated.csv,00490:RE_INTENT_META_030,,,,,TRUE
TALK_0054,なでてほしい,DialoguePreview_Integrated.csv,00500:RE_INTENT_AFFECTION_005,雑談,{{CAT_NAME}}に撫でてもらいたいな,なでてほしい,,TRUE
TALK_0055,なで したい,DialoguePreview_Integrated.csv,00510:RE_INTENT_AFFECTION_006,雑談,{{CAT_NAME}}を撫でたいな,なでたい,,TRUE
TALK_0056,ききなおし,DialoguePreview_Integrated.csv,00520:RE_INTENT_QUESTION_007,ストーリー,ん？さっき{{CAT_NAME}}はなんて言ったっけ？,もういちどいって,,TRUE
TALK_0057,ねむ,DialoguePreview_Integrated.csv,00530:RE_INTENT_COMMAND_008,雑談,{{CAT_NAME}}と一緒にお昼寝しようかな,ねむい,,TRUE
TALK_0058,すきだよ,DialoguePreview_Integrated.csv,00540:RE_INTENT_AFFECTION_009,雑談,{{CAT_NAME}}に好きだと伝えようかな,すきだよ,,TRUE
TALK_0059,すき,DialoguePreview_Integrated.csv,00550:RE_INTENT_QUESTION_010,雑談,{{CAT_PRONOUN}}のことが好きか聞いてみようかな,わたしのことすき？,,TRUE
TALK_0060,さけ くれ,DialoguePreview_Integrated.csv,00560:RE_INTENT_COMMAND_011,,,,,TRUE
TALK_0061,さけ のめ,DialoguePreview_Integrated.csv,00570:RE_INTENT_COMMAND_012,,,,,TRUE
TALK_0062,タバコ くれ,DialoguePreview_Integrated.csv,00580:RE_INTENT_COMMAND_013,,,,,TRUE
TALK_0063,タバコ すえ,DialoguePreview_Integrated.csv,00590:RE_INTENT_COMMAND_014,,,,,TRUE
TALK_0064,わたしをたべて,DialoguePreview_Integrated.csv,00600:RE_INTENT_OFFER_SELF_015,,,,,TRUE
TALK_0065,すう,DialoguePreview_Integrated.csv,00610:RE_INTENT_AFFECTION_016,雑談,{{CAT_NAME}}を吸いたい,ねこすいさせて,,TRUE
TALK_0066,すって,DialoguePreview_Integrated.csv,00620:RE_INTENT_COMMAND_017,雑談,逆に{{CAT_NAME}}に吸ってもらおうかな,わたしをすって,,TRUE
TALK_0067,おやつちょうだい,DialoguePreview_Integrated.csv,00620:RE_INTENT_COMMAND_026,雑談,おやつが食べたいな,おやつちょうだい,,TRUE
TALK_0068,えーあい,DialoguePreview_Integrated.csv,00630:RE_INTENT_META_018,,,,,TRUE
TALK_0069,こうび,DialoguePreview_Integrated.csv,00640:RE_INTENT_OFFER_SELF_019,,,,,TRUE
TALK_0070,かわいい,DialoguePreview_Integrated.csv,00650:RE_INTENT_AFFECTION_021,雑談,今日も{{CAT_NAME}}は可愛い！,かわいいね,,TRUE
TALK_0071,どうしたの,DialoguePreview_Integrated.csv,00660:RE_INTENT_QUESTION_022,,,,,TRUE
TALK_0072,げひん,DialoguePreview_Integrated.csv,00670:RE_INTENT_OFFER_SELF_023,,,,,TRUE
TALK_0073,けづくろいして,DialoguePreview_Integrated.csv,00680:RE_INTENT_COMMAND_024,雑談,{{CAT_NAME}}に毛繕いしてもらいたいな,けづくろいして,,TRUE
TALK_0075,けづくろいする,DialoguePreview_Integrated.csv,00700:RE_INTENT_AFFECTION_024,雑談,{{CAT_NAME}}を毛繕いしてあげよう,けづくろいするね,,TRUE
TALK_0076,といれ,DialoguePreview_Integrated.csv,00700:RE_INTENT_AFFECTION_025,雑談,そろそろ……トイレに行きたいかも。,トイレにいきたい,,TRUE
TALK_0077,おやつあげる,DialoguePreview_Integrated.csv,00710:RE_INTENT_AFFECTION_026,雑談,{{CAT_NAME}}、おやつって言ったら反応するかな,おやつあげるよ,,TRUE
TALK_0078,おいしそう,DialoguePreview_Integrated.csv,00720:RE_INTENT_AFFECTION_027,,,,,TRUE
TALK_0079,ねこになりたい,DialoguePreview_Integrated.csv,00730:RE_INTENT_RESIST_028,雑談,猫になりたいなあ,ねこになりたい,,TRUE
TALK_0080,はつじょうしてる？,DialoguePreview_Integrated.csv,00740:RE_INTENT_QUESTION_029,,,,,TRUE
TALK_0081,しかるねこ,teacchseries_dialogue_source_2201.csv,22002200:series_shikaruneko,,,,,TRUE
TALK_0085,ねこふんじゃった,teacchseries_dialogue_source_2201.csv,2201:series_nekofunjatta,,,,,TRUE
TALK_0088,げんばねこ,teacchseries_dialogue_source_2201.csv,2202:series_genbaneko,,,,,TRUE
TALK_0092,たまもきゃっと,teacchseries_dialogue_source_2201.csv,2203:series_tamamokyatto,,,,,TRUE
TALK_0093,めんいんきゃっと,teacchseries_dialogue_source_2201.csv,2204:series_meninkyatto,,,,,TRUE
TALK_0097,わがはいはねこである,teacchseries_dialogue_source_2201.csv,2205:series_wagahaihanekodearu,,,,,TRUE
TALK_0100,にゃんこせんせい,teacchseries_dialogue_source_2201.csv,2206:series_nyankosensei,,,,,TRUE
TALK_0103,あいるー,teacchseries_dialogue_source_2201.csv,2207:series_airu,,,,,TRUE
TALK_0107,めらるー,teacchseries_dialogue_source_2201.csv,2208:series_meraru,,,,,TRUE
TALK_0111,ぼにゃーる,teacchseries_dialogue_source_2201.csv,2209:series_bonyaru_or_bonaru,,,,,TRUE
TALK_0116,ながぐ,teacchseries_dialogue_source_2201.csv,2210:series_nagagutsuwohaitaneko,,,,,TRUE
TALK_0119,どこでもいっしょ,teacchseries_dialogue_source_2201.csv,2211:series_dokodemoissho,,,,,TRUE
TALK_0122,いのうえとろ,teacchseries_dialogue_source_2201.csv,2212:series_inouetoro,,,,,TRUE
TALK_0124,うぉーりあーず,teacchseries_dialogue_source_2201.csv,2213:series_woriazu,,,,,TRUE
TALK_0129,まよいねこおーばーらん,teacchseries_dialogue_source_2201.csv,2214:series_mayoinekoobaran,,,,,TRUE
TALK_0132,せいなるずー,teacchseries_dialogue_source_2201.csv,2215:series_seinaruzu,,,,,TRUE
TALK_0138,けものふれんず,teacchseries_dialogue_source_2201.csv,2216:series_kemonofurenzu,,,,,TRUE
TALK_0142,あるじゃーのんにはなたばを,teacchseries_dialogue_source_2201.csv,2217:series_arujanonnihanatabawo,,,,,TRUE
TALK_0148,きゃっとばすたーず,teacchseries_dialogue_source_2201.csv,2218:series_kyattobasutazu,,,,,TRUE
TALK_0152,ちぇん,teacchseries_dialogue_source_2201.csv,2219:series_chen,,,,,TRUE
TALK_0156,かえんびょうりん,teacchseries_dialogue_source_2201.csv,2220:series_kaenbyourin,,,,,TRUE
TALK_0159,ごうとくじみけ,teacchseries_dialogue_source_2201.csv,2221:series_goutokujimike,,,,,TRUE
TALK_0164,とむとじぇりー,teacchseries_dialogue_source_2201.csv,2222:series_tomutojeri,,,,,TRUE
TALK_0170,じぇっとぱっくきゃっと,teacchseries_dialogue_source_2201.csv,2223:series_jettopakkukyatto_or_fika,,,,,TRUE
TALK_0174,ゆーみ,teacchseries_dialogue_source_2201.csv,2224:series_yumi,,,,,TRUE
TALK_0178,るーにーてゅーんず,teacchseries_dialogue_source_2201.csv,2225:series_runiteyunzu_or_tuiti_or_tuiti_or_shirubesuta,,,,,TRUE
TALK_0183,ちーずすいーとほーむ,teacchseries_dialogue_source_2201.csv,2226:series_chizusuitohomu,,,,,TRUE
TALK_0186,ねこてん,teacchseries_dialogue_source_2201.csv,2227:series_nekoten,,,,,TRUE
TALK_0189,えのしまわいききしょくどう,teacchseries_dialogue_source_2201.csv,2228:series_enoshimawaikikishokudou,,,,,TRUE
TALK_0193,できるねこはきょうもゆううつ,teacchseries_dialogue_source_2201.csv,2229:series_dekirunekohakyoumoyuuutsu,,,,,TRUE
TALK_0197,きゃっつ,teacchseries_dialogue_source_2201.csv,2230:series_kyattsu,,,,,TRUE
TALK_0201,じばにゃん,teacchseries_dialogue_source_2201.csv,2231:series_jibanyan,,,,,TRUE
TALK_0205,ぎんがてつどうのよる,teacchseries_dialogue_source_2201.csv,2232:series_gingatetsudounoyoru,,,,,TRUE
TALK_0209,ちゅうもんのおおいりょうりてん,teacchseries_dialogue_source_2201.csv,2233:series_chuumonnoooiryouriten,,,,,TRUE
TALK_0213,みゃおじぇにっくす,teacchseries_dialogue_source_2201.csv,2234:series_myaojenikkusu,,,,,TRUE
TALK_0217,きゃとー,teacchseries_dialogue_source_2201.csv,2235:series_kyato,,,,,TRUE
TALK_0220,にゃんきーず,teacchseries_dialogue_source_2201.csv,2236:series_nyankizu,,,,,TRUE
TALK_0224,のらくろ,teacchseries_dialogue_source_2201.csv,2237:series_norakuro,,,,,TRUE
TALK_0227,みどりいろのねこ,teacchseries_dialogue_source_2201.csv,2238:series_midoriirononeko,,,,,TRUE
TALK_0231,きゃっととあらばすたーのいし,teacchseries_dialogue_source_2201.csv,2239:series_kyattotoarabasutanoishi,,,,,TRUE
TALK_0234,だいにじせかいたいせん,teacchseries_dialogue_source_2201.csv,2240:series_dainijisekaitaisen,,,,,TRUE
TALK_0237,くろれん,teacchseries_dialogue_source_2201.csv,2241:series_kuroren,,,,,TRUE
TALK_0241,みすふぉーちゅん,teacchseries_dialogue_source_2201.csv,2242:series_misufochun,,,,,TRUE
TALK_0244,ふしぎのくにのありす,teacchseries_dialogue_source_2201.csv,22431:series_cheshaneko,,,,,TRUE
TALK_0249,ちぇしゃねこ,teacchseries_dialogue_source_2201.csv,2243:series_cheshaneko,,,,,TRUE
TALK_0254,ぶろぶきゃっと,teacchseries_dialogue_source_2201.csv,2244:series_burobukyatto,,,,,TRUE
TALK_0258,にゃんぷっぷー,teacchseries_dialogue_source_2201.csv,2245:series_nyanpuppu,,,,,TRUE
TALK_0261,しょうばいろっく,teacchseries_dialogue_source_2201.csv,22461:series_hijirikawashian_or_shoubairokku,,,,,TRUE
TALK_0266,ひじりかわしあん,teacchseries_dialogue_source_2201.csv,2246:series_hijirikawashian_or_shoubairokku,,,,,TRUE
TALK_0271,きじとらねこのこうめさん,teacchseries_dialogue_source_2201.csv,2247:series_kijitoranekonokoumesan,,,,,TRUE
TALK_0275,まねきねこふどうさん,teacchseries_dialogue_source_2201.csv,2248:series_manekinekofudousan,,,,,TRUE
TALK_0280,ねこむすめ,teacchseries_dialogue_source_2201.csv,2249:series_nekomusume,,,,,TRUE
TALK_0283,わがはいはねこであるさつじんじけん,teacchseries_dialogue_source_2201.csv,2250:series_wagahaihanekodearusatsujinjiken,,,,,TRUE
TALK_0286,じゃぱまんくりっかー,teacchseries_dialogue_source_2201.csv,2251:series_japamankurikka,,,,,TRUE
TALK_0289,ねこのさら,teacchseries_dialogue_source_2201.csv,2252:series_nekonosara,,,,,TRUE
TALK_0293,じゃんぴんぐじゃずきゃっつ,teacchseries_dialogue_source_2201.csv,2253:series_janpingujazukyattsu,,,,,TRUE
TALK_0296,ねことりゅう,teacchseries_dialogue_source_2201.csv,2254:series_nekotoryuu,,,,,TRUE
TALK_0300,ねこたくしー,teacchseries_dialogue_source_2201.csv,2255:series_nekotakushi,,,,,TRUE
TALK_0305,11ひ,teacchseries_dialogue_source_2201.csv,2256:series_11pikinoneko,,,,,TRUE
TALK_0309,がーふぃーるど,teacchseries_dialogue_source_2201.csv,2257:series_gafirudo,,,,,TRUE
TALK_0312,なめねこ,teacchseries_dialogue_source_2201.csv,2258:series_nameneko,,,,,TRUE
TALK_0316,てきはかいぞく,teacchseries_dialogue_source_2201.csv,2259:series_tekihakaizoku,,,,,TRUE
TALK_0320,どうぶつのおいしゃさん,teacchseries_dialogue_source_2201.csv,2260:series_doubutsunooishasan,,,,,TRUE
TALK_0323,ているこんちぇると,teacchseries_dialogue_source_2201.csv,2261:series_teirukoncheruto,,,,,TRUE
TALK_0327,そらとろぼ,teacchseries_dialogue_source_2201.csv,2262:series_soratorobo,,,,,TRUE
TALK_0331,せんじょうのふーが,teacchseries_dialogue_source_2201.csv,2263:series_senjounofuga,,,,,TRUE
TALK_0335,たまあんどふれんず,teacchseries_dialogue_source_2201.csv,2264:series_tamaandofurenzu,,,,,TRUE
TALK_0339,さんちょうめのたま,teacchseries_dialogue_source_2201.csv,2265:series_sanchoumenotama,,,,,TRUE
TALK_0343,ねこのちきゅうぎ,teacchseries_dialogue_source_2201.csv,2266:series_nekonochikyuugi,,,,,TRUE
TALK_0346,ぐーぐーだってねこである,teacchseries_dialogue_source_2201.csv,2267:series_gugudattenekodearu,,,,,TRUE
TALK_0350,わーちふぃーるど,teacchseries_dialogue_source_2201.csv,2268:series_wachifirudo,,,,,TRUE
TALK_0354,ねこるぽす,teacchseries_dialogue_source_2201.csv,2269:series_nekoruposu,,,,,TRUE
TALK_0357,ねこのおんがえし,teacchseries_dialogue_source_2201.csv,2270:series_nekonoongaeshi,,,,,TRUE
TALK_0360,まかふしぎねこむすび,teacchseries_dialogue_source_2201.csv,2271:series_makafushiginekomusubi,,,,,TRUE
TALK_0363,ねことも,teacchseries_dialogue_source_2201.csv,2272:series_nekotomo,,,,,TRUE
TALK_0366,はろーきてぃ,teacchseries_dialogue_source_2201.csv,2273:series_harokiti,,,,,TRUE
TALK_0370,ねこえじゅうべえ,teacchseries_dialogue_source_2201.csv,2274:series_nekoejuubee,,,,,TRUE
TALK_0373,たおかか,teacchseries_dialogue_source_2201.csv,2275:series_taokaka,,,,,TRUE
TALK_0376,じゅうべえ,teacchseries_dialogue_source_2201.csv,2276:series_juubee,,,,,TRUE
TALK_0379,きゃっとふぁんたじー,teacchseries_dialogue_source_2201.csv,2277:series_kyattofantaji,,,,,TRUE
TALK_0382,ねこねこねっとわーく,teacchseries_dialogue_source_2201.csv,2278:series_nekonekonettowaku,,,,,TRUE
TALK_0386,ねこあつめ,teacchseries_dialogue_source_2201.csv,2279:series_nekoatsume,,,,,TRUE
TALK_0390,せーらーむーん,teacchseries_dialogue_source_2201.csv,2280:series_seramun,,,,,TRUE
TALK_0393,わんしょっと,teacchseries_dialogue_source_2201.csv,2282:series_wanshotto,,,,,TRUE
TALK_0396,すとれい,teacchseries_dialogue_source_2201.csv,2283:series_sutorei,,,,,TRUE
TALK_0400,ちいかわ,teacchseries_dialogue_source_2201.csv,2284:series_chiikawa,,,,,TRUE
TALK_0404,ねこみみさばいばー,teacchseries_dialogue_source_2201.csv,2285:series_nekomimisabaiba,,,,,TRUE
TALK_0408,ほんをまもろうとするねこのはなし,teacchseries_dialogue_source_2201.csv,2286:series_honwomamoroutosurunekonohanashi,,,,,TRUE
TALK_0411,なつへのとびら,teacchseries_dialogue_source_2201.csv,2287:series_natsuhenotobira,,,,,TRUE
TALK_0415,みけねこほーむず,teacchseries_dialogue_source_2201.csv,2288:series_mikenekohomuzu,,,,,TRUE
TALK_0418,わたのくにほし,teacchseries_dialogue_source_2201.csv,2289:series_watanokunihoshi,,,,,TRUE
TALK_0422,やにねこ,teacchseries_dialogue_source_2201.csv,2290:series_yanineko,,,,,TRUE
TALK_0427,おまえもなー,teacchseries_dialogue_source_2201.csv,2291:series_omaemona_or_mona,,,,,TRUE
TALK_0430,ぎこねこ,teacchseries_dialogue_source_2201.csv,2292:series_gikoneko,,,,,TRUE
TALK_0434,ぎこはにゃーん,teacchseries_dialogue_source_2201.csv,2293:series_gikohanyan,,,,,TRUE
TALK_0438,おまねこ,teacchseries_dialogue_source_2201.csv,2294:series_omaneko,,,,,TRUE
TALK_0441,ねこぽけもんたち,teacchseries_dialogue_source_2201.csv,2295:series_nekopokemontachi,,,,,TRUE
TALK_0445,えとたま,teacchseries_dialogue_source_2201.csv,2296:series_etotama,,,,,TRUE
TALK_0449,にゃーたん,teacchseries_dialogue_source_2201.csv,2297:series_nyatan,,,,,TRUE
TALK_0453,ぶらっくはねかわ,teacchseries_dialogue_source_2201.csv,2298:series_burakkuhanekawa_or_nekomonogatari,,,,,TRUE
TALK_0456,ねこものがたり,teacchseries_dialogue_source_2201.csv,2299:series_nekomonogatari,,,,,TRUE
TALK_0459,おぼろむらまさ,teacchseries_dialogue_source_2201.csv,2300:series_oboromuramasa,,,,,TRUE
TALK_0464,おしゃれきゃっと,teacchseries_dialogue_source_2201.csv,2301:series_osharekyatto,,,,,TRUE
TALK_0467,ひゃくまんかいいきたねこ,teacchseries_dialogue_source_2201.csv,2302:series_hyakumankaiikitaneko,,,,,TRUE
TALK_0471,やおや,teacchseries_dialogue_source_2201.csv,2303:series_yaoya_or_hachimaruhachi,,,,,TRUE
TALK_0473,どらえもん,teacchseries_dialogue_source_2201.csv,2304:series_doraemon,,,,,TRUE
TALK_0476,さいぼーぐくろちゃん,teacchseries_dialogue_source_2201.csv,2305:series_saibogukurochan,,,,,TRUE
TALK_0480,まっぴー,teacchseries_dialogue_source_2201.csv,2306:series_mappi,,,,,TRUE
TALK_0485,ひゃくねんせんそう,teacchseries_dialogue_source_2201.csv,2307:series_hyakunensensou,,,,,TRUE
TALK_0489,ひげよさらば,teacchseries_dialogue_source_2201.csv,2308:series_higeyosaraba,,,,,TRUE
TALK_0493,ねこごのきょうかしょ,teacchseries_dialogue_source_2201.csv,2309:series_nekogonokyoukasho,,,,,TRUE
TALK_0498,きょうのねこむらさん,teacchseries_dialogue_source_2201.csv,2310:series_kyounonekomurasan,,,,,TRUE
TALK_0502,ねこぴっちゃー,teacchseries_dialogue_source_2201.csv,2311:series_nekopiccha,,,,,TRUE
TALK_0505,ねこみやまな,teacchseries_dialogue_source_2201.csv,2312:series_nekomiyamana,,,,,TRUE
TALK_0508,ぷるくら,teacchseries_dialogue_source_2201.csv,2313:series_purukura,,,,,TRUE
TALK_0511,ねこたちのせいや,teacchseries_dialogue_source_2201.csv,2314:series_nekotachinoseiya,,,,,TRUE
TALK_0514,ねこたちのもり,teacchseries_dialogue_source_2201.csv,2315:series_nekotachinomori,,,,,TRUE
TALK_0518,ひとなー,teacchseries_dialogue_source_2201.csv,2316:series_hitona,,,,,TRUE
TALK_0523,ぷすいんぶーつ,teacchseries_dialogue_source_2201.csv,2317:series_pusuinbutsu,,,,,TRUE
TALK_0524,だやん,teacchseries_dialogue_source_2201.csv,2317:series_wachifirudo,,,,,TRUE
TALK_0528,どうぶつのもり,teacchseries_dialogue_source_2201.csv,2318:series_doubutsunomori,,,,,TRUE
TALK_0529,どうぶつのもりのねこ,teacchseries_dialogue_source_2201.csv,2319:series_doubutsunomorinoneko,,,,,TRUE
TALK_0530,れんがー,teacchseries_dialogue_source_2201.csv,2325:series_rengar,,,,,TRUE
TALK_0531,にゃんこだいせんそう,teacchseries_dialogue_source_2201.csv,2326:series_nyanko_daisensou,,,,,TRUE
TALK_0532,せろひきのごーしゅ,teacchseries_dialogue_source_2201.csv,2327:series_serohiki_no_gauche,,,,,TRUE
TALK_0533,ちびくろさんぼ,teacchseries_dialogue_source_2201.csv,2328:series_chibikuro_sambo,,,,,TRUE
TALK_0534,にだりー,teacchseries_dialogue_source_2201.csv,2329:series_nidalee,,,,,TRUE
TALK_0535,だいな,teacchseries_dialogue_source_2201.csv,2330:series_dinah,,,,,TRUE
TALK_0536,ねこにょうぼう,teacchseries_dialogue_source_2201.csv,2331:series_neko_nyoubou,,,,,TRUE
TALK_0537,もんすたーはんたー,teacchseries_dialogue_source_2201.csv,2332:series_monster_hunter,,,,,TRUE
TALK_0538,ばけねこ,teacchseries_dialogue_source_2201.csv,2333:series_bakeneko,,,,,TRUE
TALK_0539,ねこまた,teacchseries_dialogue_source_2201.csv,2334:series_nekomata,,,,,TRUE
TALK_0540,ようかい,teacchseries_dialogue_source_2201.csv,2335:series_youkai,,,,,TRUE
TALK_0541,くろねこやまと,teacchseries_dialogue_source_2201.csv,2336:series_kuroneko_yamato,,,,,TRUE
TALK_0542,ねこぽす,teacchseries_dialogue_source_2201.csv,2337:series_nekoposu,,,,,TRUE
TALK_0543,しろねこぷろじぇくと,teacchseries_dialogue_source_2201.csv,2338:series_shironeko_project,,,,,TRUE
TALK_0544,くろねこのうぃず,teacchseries_dialogue_source_2201.csv,2339:series_kuroneko_no_wiz,,,,,TRUE
TALK_0545,ねふぇるぴとー,teacchseries_dialogue_source_2201.csv,2340:series_neferpitou,,,,,TRUE
TALK_0546,いづつみ,teacchseries_dialogue_source_2201.csv,2341:series_izutsumi,,,,,TRUE
TALK_0547,えじぷとねこせんそう,teacchseries_dialogue_source_2201.csv,2342:series_egypt_cat_war,,,,,TRUE
TALK_0548,おて,DialoguePreview_Integrated.csv,00860:ote,雑談,{{CAT_NAME}}にお手をお願いしてみようかな,おて,,TRUE
TALK_0549,雑談しよう,DialoguePreview_Integrated.csv,01000,雑談,逆に、{{CAT_NAME}}が話したいことはないかな,,,TRUE
